(0, 0.0, 0.0, 0.0)
(62509, 0.0, 25907.6, 0.0)
(62591, 0.0, 102.8, 0.0)
(62674, 0.0, 26112.4, 0.0)
(62757, 0.0, 0.4, 0.0)
(62839, 0.0, 26112.4, 0.0)
(62922, 0.0, 25907.6, 0.0)
(63005, 0.0, 25907.6, 0.0)
(63088, 0.0, 0.4, 0.0)
(63170, 0.0, 26010.0, 0.0)
(63253, 0.0, 0.4, 0.0)
(63336, 0.0, 102.8, 0.0)
(63418, 0.0, 102.8, 0.0)
(63501, 0.0, 25907.6, 0.0)
(63584, 0.0, 26112.4, 0.0)
(63666, 0.0, 205.2, 0.0)
(63749, 0.0, 26010.0, 0.0)
(63832, 0.0, 102.8, 0.0)
(63914, 0.0, 205.2, 0.0)
(63997, 0.0, 26112.4, 0.0)
(64080, 0.0, 102.8, 0.0)
(64163, 0.0, 26112.4, 0.0)
(64245, 0.0, 26010.0, 0.0)
(64328, 0.0, 26010.0, 0.0)
(64411, 0.0, 102.8, 0.0)
(64493, 0.0, 102.8, 0.0)
(64576, 0.0, 26010.0, 0.0)
(64659, 0.0, 26112.4, 0.0)
(64741, 0.0, 0.4, 0.0)
(64824, 0.0, 26112.4, 0.0)
(64907, 0.0, 102.8, 0.0)
(64989, 0.0, 26010.0, 0.0)
(65072, 0.0, 102.8, 0.0)
(65155, 0.0, 205.2, 0.0)
(65238, 0.0, 25907.6, 0.0)
(65320, 0.0, 0.4, 0.0)
(65403, 0.0, 26112.4, 0.0)
(65486, 0.0, 102.8, 0.0)
(32, 0.0, 26010.0, 0.0)
(115, 0.0, 26112.4, 0.0)
(198, 0.0, 25805.2, 0.0)
(280, 0.0, 0.4, 0.0)
(363, 0.0, 26112.4, 0.0)
(446, 0.0, 26112.4, 0.0)
(528, 0.0, 0.4, 0.0)
(611, 0.0, 26010.0, 0.0)
(694, 0.0, 26112.4, 0.0)
(777, 0.0, 205.2, 0.0)
(859, 0.0, 25907.6, 0.0)
(942, 0.0, 26112.4, 0.0)
(1025, 0.0, 26010.0, 0.0)
(1107, 0.0, 26112.4, 0.0)
(1190, 0.0, 25907.6, 0.0)
(1273, 0.0, 205.2, 0.0)
(1355, 0.0, 0.4, 0.0)
(1438, 0.0, 102.8, 0.0)
(1521, 0.0, 0.4, 0.0)
(1603, 0.0, 26112.4, 0.0)
(1686, 0.0, 26010.0, 0.0)
(1769, 0.0, 26112.4, 0.0)
(1852, 0.0, 0.4, 0.0)
(1934, 0.0, 0.4, 0.0)
(2017, 0.0, 26010.0, 0.0)
(2100, 0.0, 26112.4, 0.0)
(2182, 0.0, 26010.0, 0.0)
(2265, 0.0, 0.4, 0.0)
(2348, 0.0, 0.4, 0.0)
(2430, 0.0, 26112.4, 0.0)
(2513, 0.0, 0.4, 0.0)
(2596, 0.0, 102.8, 0.0)
(2678, 0.0, 25907.6, 0.0)
(2761, 0.0, 0.4, 0.0)
(2844, 0.0, 25907.6, 0.0)
(2926, 0.0, 102.8, 0.0)
(3009, 0.0, 26112.4, 0.0)
(3092, 0.0, 26010.0, 0.0)
(3175, 0.0, 26010.0, 0.0)
(3257, 0.0, 26112.4, 0.0)
(3340, 0.0, 26010.0, 0.0)
(3423, 0.0, 205.2, 0.0)
(3505, 0.0, 102.8, 0.0)
(3588, 0.0, 0.4, 0.0)
(3671, 0.0, 0.4, 0.0)
(3753, 0.0, 0.4, 0.0)
(3836, 0.0, 26112.4, 0.0)
(3919, 0.0, 26010.0, 0.0)
(4001, 0.0, 26112.4, 0.0)
(4084, 0.0, 0.4, 0.0)
(4167, 0.0, 26112.4, 0.0)
(4250, 0.0, 26112.4, 0.0)
(4332, 0.0, 26112.4, 0.0)
(4415, 0.0, 0.4, 0.0)
(4498, 0.0, 0.4, 0.0)
(4580, 0.0, 0.4, 0.0)
(4663, 0.0, 26112.4, 0.0)
(4746, 0.0, 307.6, 0.0)
(4828, 0.0, 26010.0, 0.0)
(4911, 0.0, 26112.4, 0.0)
(4994, 0.0, 26112.4, 0.0)
(5076, 0.0, 0.4, 0.0)
(5159, 0.0, 0.4, 0.0)
(5242, 0.0, 25805.2, 0.0)
(5325, 0.0, 102.8, 0.0)
(5407, 0.0, 0.4, 0.0)
(5490, 0.0, 0.4, 0.0)
(5573, 0.0, 26112.4, 0.0)
(5655, 0.0, 26010.0, 0.0)
(5738, 0.0, 102.8, 0.0)
(5821, 0.0, 26112.4, 0.0)
(5903, 0.0, 25805.2, 0.0)
(5986, 0.0, 102.8, 0.0)
(6069, 0.0, 0.4, 0.0)
(6151, 0.0, 26010.0, 0.0)
(6234, 0.0, 26010.0, 0.0)
(6317, 0.0, 26112.4, 0.0)
(6400, 0.0, 26010.0, 0.0)
(6482, 0.0, 26010.0, 0.0)
(6565, 0.0, 0.4, 0.0)
(6648, 0.0, 26112.4, 0.0)
(6730, 0.0, 0.4, 0.0)
(6813, 0.0, 0.4, 0.0)
(6896, 0.0, 26112.4, 0.0)
(6978, 0.0, 0.4, 0.0)
(7061, 0.0, 26010.0, 0.0)
(7144, 0.0, 26112.4, 0.0)
(7226, 0.0, 26112.4, 0.0)
(7309, 0.0, 26010.0, 0.0)
(7392, 0.0, 102.8, 0.0)
(7475, 0.0, 26010.0, 0.0)
(7557, 0.0, 26112.4, 0.0)
(7640, 0.0, 0.4, 0.0)
(7723, 0.0, 26112.4, 0.0)
(7805, 0.0, 0.4, 0.0)
(7888, 0.0, 26112.4, 0.0)
(7971, 0.0, 26010.0, 0.0)
(8053, 0.0, 0.4, 0.0)
(8136, 0.0, 26112.4, 0.0)
(8219, 0.0, 26112.4, 0.0)
(8301, 0.0, 26112.4, 0.0)
(8384, 0.0, 0.4, 0.0)
(8467, 0.0, 26010.0, 0.0)
(8550, 0.0, 26010.0, 0.0)
(8632, 0.0, 102.8, 0.0)
(8715, 0.0, 26010.0, 0.0)
(8798, 0.0, 307.6, 0.0)
(8880, 0.0, 205.2, 0.0)
(8963, 0.0, 0.4, 0.0)
(9046, 0.0, 26112.4, 0.0)
(9128, 0.0, 26112.4, 0.0)
(9211, 0.0, 26112.4, 0.0)
(9294, 0.0, 26010.0, 0.0)
(9376, 0.0, 26112.4, 0.0)
(9459, 0.0, 26112.4, 0.0)
(9542, 0.0, 26010.0, 0.0)
(9624, 0.0, 0.4, 0.0)
(9707, 0.0, 102.8, 0.0)
(9790, 0.0, 0.4, 0.0)
(9873, 0.0, 26112.4, 0.0)
(9955, 0.0, 26112.4, 0.0)
(10038, 0.0, 307.6, 0.0)
(10121, 0.0, 26010.0, 0.0)
(10203, 0.0, 102.8, 0.0)
(10286, 0.0, 0.4, 0.0)
(10369, 0.0, 25907.6, 0.0)
(10451, 0.0, 26112.4, 0.0)
(10534, 0.0, 26112.4, 0.0)
(10617, 0.0, 102.8, 0.0)
(10699, 0.0, 26112.4, 0.0)
(10782, 0.0, 0.4, 0.0)
(10865, 0.0, 102.8, 0.0)
(10948, 0.0, 26112.4, 0.0)
(11030, 0.0, 0.4, 0.0)
(11113, 0.0, 26112.4, 0.0)
(11196, 0.0, 26010.0, 0.0)
(11278, 0.0, 0.4, 0.0)
(11361, 0.0, 26112.4, 0.0)
(11444, 0.0, 26112.4, 0.0)
(11526, 0.0, 0.4, 0.0)
(11609, 0.0, 102.8, 0.0)
(11692, 0.0, 102.8, 0.0)
(11774, 0.0, 102.8, 0.0)
(11857, 0.0, 26010.0, 0.0)
(11940, 0.0, 102.8, 0.0)
(12023, 0.0, 26112.4, 0.0)
(12105, 0.0, 26112.4, 0.0)
(12188, 0.0, 205.2, 0.0)
(12271, 0.0, 0.4, 0.0)
(12353, 0.0, 26010.0, 0.0)
(12436, 0.0, 26112.4, 0.0)
(12519, 0.0, 0.4, 0.0)
(12601, 0.0, 26112.4, 0.0)
(12684, 0.0, 26112.4, 0.0)
(12767, 0.0, 0.4, 0.0)
(12849, 0.0, 26010.0, 0.0)
(12932, 0.0, 0.4, 0.0)
(13015, 0.0, 0.4, 0.0)
(13098, 0.0, 102.8, 0.0)
(13180, 0.0, 26010.0, 0.0)
(13263, 0.0, 26112.4, 0.0)
(13346, 0.0, 0.4, 0.0)
(13428, 0.0, 26112.4, 0.0)
(13511, 0.0, 0.4, 0.0)
(13594, 0.0, 26112.4, 0.0)
(13676, 0.0, 0.4, 0.0)
(13759, 0.0, 26112.4, 0.0)
(13842, 0.0, 26112.4, 0.0)
(13924, 0.0, 0.4, 0.0)
(14007, 0.0, 25907.6, 0.0)
(14090, 0.0, 102.8, 0.0)
(14173, 0.0, 26112.4, 0.0)
(14255, 0.0, 25907.6, 0.0)
(14338, 0.0, 0.4, 0.0)
(14421, 0.0, 0.4, 0.0)
(14503, 0.0, 0.4, 0.0)
(14586, 0.0, 102.8, 0.0)
(14669, 0.0, 0.4, 0.0)
(14751, 0.0, 26112.4, 0.0)
(14834, 0.0, 26112.4, 0.0)
(14917, 0.0, 26010.0, 0.0)
(14999, 0.0, 205.2, 0.0)
(15082, 0.0, 0.4, 0.0)
(15165, 0.0, 26112.4, 0.0)
(15248, 0.0, 26112.4, 0.0)
(15330, 0.0, 26010.0, 0.0)
(15413, 0.0, 26010.0, 0.0)
(15496, 0.0, 26112.4, 0.0)
(15578, 0.0, 26010.0, 0.0)
(15661, 0.0, 26112.4, 0.0)
(15744, 0.0, 26112.4, 0.0)
(15826, 0.0, 26112.4, 0.0)
(15909, 0.0, 26112.4, 0.0)
(15992, 0.0, 0.4, 0.0)
(16074, 0.0, 102.8, 0.0)
(16157, 0.0, 0.4, 0.0)
(16240, 0.0, 26112.4, 0.0)
(16322, 0.0, 25907.6, 0.0)
(16405, 0.0, 0.4, 0.0)
(16488, 0.0, 26112.4, 0.0)
